# MegaDrone Optimized Airfoil
# Optimized for Re=250000, CL=0.5
1.000000 0.000000
0.999938 0.000010
0.999751 0.000038
0.999439 0.000085
0.999003 0.000151
0.998443 0.000235
0.997759 0.000338
0.996950 0.000457
0.996018 0.000593
0.994962 0.000745
0.993782 0.000913
0.992480 0.001096
0.991055 0.001292
0.989507 0.001502
0.987838 0.001724
0.986046 0.001959
0.984134 0.002204
0.982101 0.002460
0.979948 0.002726
0.977675 0.003001
0.975284 0.003285
0.972774 0.003577
0.970146 0.003878
0.967400 0.004187
0.964539 0.004504
0.961561 0.004829
0.958469 0.005162
0.955262 0.005504
0.951942 0.005854
0.948509 0.006214
0.944964 0.006583
0.941309 0.006962
0.937544 0.007352
0.933669 0.007753
0.929686 0.008167
0.925597 0.008594
0.921401 0.009034
0.917100 0.009489
0.912695 0.009959
0.908188 0.010444
0.903579 0.010947
0.898869 0.011466
0.894059 0.012003
0.889152 0.012557
0.884147 0.013130
0.879047 0.013721
0.873852 0.014330
0.868565 0.014957
0.863185 0.015602
0.857715 0.016265
0.852155 0.016944
0.846508 0.017640
0.840775 0.018351
0.834956 0.019076
0.829054 0.019813
0.823070 0.020563
0.817006 0.021323
0.810862 0.022091
0.804642 0.022867
0.798345 0.023647
0.791974 0.024431
0.785530 0.025217
0.779014 0.026003
0.772430 0.026786
0.765777 0.027565
0.759059 0.028338
0.752275 0.029104
0.745429 0.029859
0.738522 0.030603
0.731555 0.031334
0.724530 0.032050
0.717450 0.032750
0.710315 0.033432
0.703128 0.034096
0.695890 0.034740
0.688604 0.035363
0.681270 0.035964
0.673891 0.036544
0.666469 0.037100
0.659006 0.037634
0.651503 0.038145
0.643962 0.038632
0.636385 0.039096
0.628774 0.039537
0.621131 0.039955
0.613458 0.040352
0.605757 0.040726
0.598029 0.041080
0.590277 0.041412
0.582502 0.041726
0.574707 0.042020
0.566893 0.042296
0.559063 0.042554
0.551217 0.042796
0.543359 0.043022
0.535491 0.043233
0.527613 0.043429
0.519728 0.043612
0.511839 0.043781
0.503947 0.043939
0.496053 0.044084
0.488161 0.044217
0.480272 0.044340
0.472387 0.044452
0.464509 0.044553
0.456641 0.044644
0.448783 0.044725
0.440937 0.044796
0.433107 0.044857
0.425293 0.044908
0.417498 0.044949
0.409723 0.044981
0.401971 0.045002
0.394243 0.045013
0.386542 0.045014
0.378869 0.045005
0.371226 0.044985
0.363615 0.044956
0.356038 0.044916
0.348497 0.044865
0.340994 0.044805
0.333531 0.044734
0.326109 0.044654
0.318730 0.044563
0.311396 0.044462
0.304110 0.044352
0.296872 0.044233
0.289685 0.044104
0.282550 0.043967
0.275470 0.043820
0.268445 0.043665
0.261478 0.043502
0.254571 0.043330
0.247725 0.043150
0.240941 0.042962
0.234223 0.042766
0.227570 0.042562
0.220986 0.042349
0.214470 0.042128
0.208026 0.041898
0.201655 0.041659
0.195358 0.041410
0.189138 0.041150
0.182994 0.040879
0.176930 0.040595
0.170946 0.040298
0.165044 0.039987
0.159225 0.039661
0.153492 0.039318
0.147845 0.038956
0.142285 0.038575
0.136815 0.038173
0.131435 0.037748
0.126148 0.037300
0.120953 0.036825
0.115853 0.036324
0.110848 0.035795
0.105941 0.035235
0.101131 0.034645
0.096421 0.034023
0.091812 0.033367
0.087305 0.032678
0.082900 0.031955
0.078599 0.031196
0.074403 0.030404
0.070314 0.029576
0.066331 0.028714
0.062456 0.027819
0.058691 0.026892
0.055036 0.025934
0.051491 0.024946
0.048058 0.023931
0.044738 0.022892
0.041531 0.021830
0.038439 0.020749
0.035461 0.019652
0.032600 0.018542
0.029854 0.017424
0.027226 0.016302
0.024716 0.015180
0.022325 0.014063
0.020052 0.012955
0.017899 0.011861
0.015866 0.010786
0.013954 0.009735
0.012162 0.008713
0.010493 0.007726
0.008945 0.006778
0.007520 0.005874
0.006218 0.005019
0.005038 0.004217
0.003982 0.003472
0.003050 0.002789
0.002241 0.002172
0.001557 0.001623
0.000997 0.001146
0.000561 0.000744
0.000249 0.000417
0.000062 0.000169
0.000000 0.000000
0.000062 0.000010
0.000249 0.000095
0.000561 0.000253
0.000997 0.000478
0.001557 0.000765
0.002241 0.001108
0.003050 0.001501
0.003982 0.001938
0.005038 0.002413
0.006218 0.002917
0.007520 0.003444
0.008945 0.003987
0.010493 0.004537
0.012162 0.005088
0.013954 0.005631
0.015866 0.006159
0.017899 0.006664
0.020052 0.007139
0.022325 0.007577
